"@timestamp","@version","@version.keyword","_id","_ignored","_index","_score",arch,"arch.keyword",command,"command.keyword",compCS,"compCS.keyword","dest_ip","dest_ip.keyword","DestPort (dest_port)",duplicate,duration,"duration.keyword",encCS,"encCS.keyword",eventid,"eventid.keyword","geoip.as_org","geoip.as_org.keyword","geoip.asn","geoip.city_name","geoip.city_name.keyword","geoip.continent_code","geoip.continent_code.keyword","geoip.country_code2","geoip.country_code2.keyword","Country (geoip.country_code3)","geoip.country_code3.keyword","geoip.country_name","geoip.country_name.keyword","geoip.dma_code","geoip.ip","geoip.latitude","geoip.location","geoip.longitude","geoip.postal_code","geoip.postal_code.keyword","geoip.region_code","geoip.region_code.keyword","geoip.region_name","geoip.region_name.keyword","geoip.timezone","geoip.timezone.keyword","geoip_ext.as_org","geoip_ext.as_org.keyword","geoip_ext.asn","geoip_ext.city_name","geoip_ext.city_name.keyword","geoip_ext.continent_code","geoip_ext.continent_code.keyword","geoip_ext.country_code2","geoip_ext.country_code2.keyword","geoip_ext.country_code3","geoip_ext.country_code3.keyword","geoip_ext.country_name","geoip_ext.country_name.keyword","geoip_ext.dma_code","geoip_ext.ip","geoip_ext.latitude","geoip_ext.location","geoip_ext.longitude","geoip_ext.postal_code","geoip_ext.postal_code.keyword","geoip_ext.region_code","geoip_ext.region_code.keyword","geoip_ext.region_name","geoip_ext.region_name.keyword","geoip_ext.timezone","geoip_ext.timezone.keyword",hassh,"hassh.keyword",hasshAlgorithms,"hasshAlgorithms.keyword",host,"host.keyword",input,"input.keyword","ip_rep","ip_rep.keyword",kexAlgs,"kexAlgs.keyword",keyAlgs,"keyAlgs.keyword",langCS,"langCS.keyword",macCS,"macCS.keyword",message,"option_byte","option_name","option_name.keyword",password,"password.keyword",path,"path.keyword",protocol,"protocol.keyword",sensor,"sensor.keyword",session,"session.keyword",shasum,"shasum.keyword",size,"src_ip","src_ip.keyword","src_port","T-Pot Hostname (t-pot_hostname)","t-pot_hostname.keyword","t-pot_ip_ext","t-pot_ip_ext.keyword","t-pot_ip_int","t-pot_ip_int.keyword",timestamp,ttylog,"ttylog.keyword","Type (type)","type.keyword",username,"username.keyword",uuid,"uuid.keyword",version,"version.keyword"
"Sep 10, 2026 @ 09:55:46.943",1,1,SLmai6ABTLn6JNKsZ60M,"-","logstash-2026.09.10","-","-","-","-","-","-","-","172.24.0.2","172.24.0.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 153.117.34.175:52055 (172.24.0.2:23) [session: cd9ba9443764]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,cd9ba9443764,cd9ba9443764,"-","-","-","153.117.34.175","153.117.34.175",52055,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:46.943","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:46.706",1,1,Srmai6ABTLn6JNKsZ60M,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","1.1140952110290527","1.1140952110290527","-","-","cowrie.session.closed","cowrie.session.closed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Connection lost after 1 seconds","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,3967ea66e4b3,3967ea66e4b3,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:46.706","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:46.485",1,1,Sbmai6ABTLn6JNKsZ60M,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.login.failed","cowrie.login.failed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","login attempt [admin/pass] failed","-","-","-",pass,pass,"/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,3967ea66e4b3,3967ea66e4b3,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:46.485","-","-",Cowrie,Cowrie,admin,admin,"273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:46.484",1,1,R7mai6ABTLn6JNKsZ60M,"-","logstash-2026.09.10","-","-","-",DONT,DONT,"-","-","-","-","-","-","-","-","-","-","cowrie.telnet.option","cowrie.telnet.option","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Telnet DONT ECHO",1,ECHO,ECHO,"-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,3967ea66e4b3,3967ea66e4b3,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:46.484","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:45.592",1,1,Prmai6ABTLn6JNKsY60j,"-","logstash-2026.09.10","-","-","-","-","-","-","-","172.24.0.2","172.24.0.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 153.117.34.175:52050 (172.24.0.2:23) [session: 3967ea66e4b3]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,3967ea66e4b3,3967ea66e4b3,"-","-","-","153.117.34.175","153.117.34.175",52050,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:45.592","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:45.367",1,1,P7mai6ABTLn6JNKsY60j,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","1.1199350357055664","1.1199350357055664","-","-","cowrie.session.closed","cowrie.session.closed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Connection lost after 1 seconds","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,d51f372f273a,d51f372f273a,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:45.367","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:45.146",1,1,QLmai6ABTLn6JNKsY60j,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.login.failed","cowrie.login.failed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","login attempt [admin/cat1029] failed","-","-","-",cat1029,cat1029,"/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,d51f372f273a,d51f372f273a,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:45.146","-","-",Cowrie,Cowrie,admin,admin,"273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:45.143",1,1,Pbmai6ABTLn6JNKsY60j,"-","logstash-2026.09.10","-","-","-",DONT,DONT,"-","-","-","-","-","-","-","-","-","-","cowrie.telnet.option","cowrie.telnet.option","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Telnet DONT ECHO",1,ECHO,ECHO,"-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,d51f372f273a,d51f372f273a,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:45.143","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:44.247",1,1,Ormai6ABTLn6JNKsX605,"-","logstash-2026.09.10","-","-","-","-","-","-","-","172.24.0.2","172.24.0.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 153.117.34.175:52014 (172.24.0.2:23) [session: d51f372f273a]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,d51f372f273a,d51f372f273a,"-","-","-","153.117.34.175","153.117.34.175",52014,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:44.247","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:44.020",1,1,O7mai6ABTLn6JNKsX605,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","1.2493295669555664","1.2493295669555664","-","-","cowrie.session.closed","cowrie.session.closed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Connection lost after 1 seconds","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,fb573fc8b7b3,fb573fc8b7b3,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:44.020","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:43.754",1,1,L7mai6ABTLn6JNKsW61Q,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.login.failed","cowrie.login.failed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","login attempt [keomeo/keomeo] failed","-","-","-",keomeo,keomeo,"/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,fb573fc8b7b3,fb573fc8b7b3,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:43.754","-","-",Cowrie,Cowrie,keomeo,keomeo,"273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:43.753",1,1,MLmai6ABTLn6JNKsW61Q,"-","logstash-2026.09.10","-","-","-",DONT,DONT,"-","-","-","-","-","-","-","-","-","-","cowrie.telnet.option","cowrie.telnet.option","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Telnet DONT ECHO",1,ECHO,ECHO,"-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,fb573fc8b7b3,fb573fc8b7b3,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:43.753","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:42.771",1,1,Jbmai6ABTLn6JNKsV61o,"-","logstash-2026.09.10","-","-","-","-","-","-","-","172.24.0.2","172.24.0.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 153.117.34.175:51986 (172.24.0.2:23) [session: fb573fc8b7b3]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,fb573fc8b7b3,fb573fc8b7b3,"-","-","-","153.117.34.175","153.117.34.175",51986,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:42.771","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:42.511",1,1,JLmai6ABTLn6JNKsV61o,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","1.2375290393829346","1.2375290393829346","-","-","cowrie.session.closed","cowrie.session.closed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Connection lost after 1 seconds","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,af40668c4254,af40668c4254,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:42.511","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:42.286",1,1,I7mai6ABTLn6JNKsV61o,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.login.failed","cowrie.login.failed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","login attempt [root/zlxx] failed","-","-","-",zlxx,zlxx,"/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,af40668c4254,af40668c4254,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:42.286","-","-",Cowrie,Cowrie,root,root,"273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:42.285",1,1,Irmai6ABTLn6JNKsV61o,"-","logstash-2026.09.10","-","-","-",DONT,DONT,"-","-","-","-","-","-","-","-","-","-","cowrie.telnet.option","cowrie.telnet.option","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Telnet DONT ECHO",1,ECHO,ECHO,"-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,af40668c4254,af40668c4254,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:42.285","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:41.274",1,1,"-Lmai6ABTLn6JNKsU6yI","-","logstash-2026.09.10","-","-","-","-","-","-","-","172.24.0.2","172.24.0.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 153.117.34.175:51942 (172.24.0.2:23) [session: af40668c4254]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,af40668c4254,af40668c4254,"-","-","-","153.117.34.175","153.117.34.175",51942,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:41.274","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
